in.county,time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2],totalPredicted
G4500250,2018-07-19T07:00:00Z,27.8,63.83,2.6,70,20.5,37.5,16.5,145.02648719473262
G4500250,2018-07-19T08:00:00Z,27.8,65.9,3.1,50,66.5,8.5,64,138.04946357779218
G4500250,2018-07-19T09:00:00Z,30,59.99,2.6,70,179.5,14.5,171.5,145.31022590152526
G4500250,2018-07-19T10:00:00Z,31.7,48.65,3.6,70,191.5,8,186,176.5904373071434
G4500250,2018-07-19T11:00:00Z,32.2,50.69,2.1,70,154,4,150.5,183.94458671689873
G4500250,2018-07-19T12:00:00Z,33.9,45.91,2.1,330,342.5,24.5,319.5,172.24306640909367
G4500250,2018-07-19T13:00:00Z,35,44.77,1.5,70,429.5,45,386,167.3525329202107
G4500250,2018-07-19T14:00:00Z,35,43.09,3.1,60,630,184,455.5,142.16232020247594
G4500250,2018-07-19T15:00:00Z,35,41.73,1.5,70,327,44,287.5,190.51793115000135
G4500250,2018-07-19T16:00:00Z,35.6,41.63,3.6,70,229,14,218.5,221.70388495433866
G4500250,2018-07-19T17:00:00Z,35.6,40.32,2.6,325,277.5,54,243.5,211.055059936413
G4500250,2018-07-19T18:00:00Z,35,41.73,2.6,70,228,121.5,172,208.5074916248371
